SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
20MICRONS,20 Microns Limited,EQ,6-Oct-08,5,1,INE144J01027,5
21STCENMGM,21st Century Management Services Limited,EQ,3-May-95,10,1,INE253B01015,10
3IINFOLTD,3i Infotech Limited,EQ,22-Oct-21,10,1,INE748C01038,10
3MINDIA,3M India Limited,EQ,13-Aug-04,10,1,INE470A01017,10
3PLAND,3P Land Holdings Limited,EQ,19-Jul-95,2,1,INE105C01023,2
5PAISA,5Paisa Capital Limited,EQ,16-Nov-17,10,1,INE618L01018,10
63MOONS,63 moons technologies limited,EQ,20-Jun-05,2,1,INE111B01023,2
A2ZINFRA,A2Z Infra Engineering Limited,BE,23-Dec-10,10,1,INE619I01012,10
AAKASH,Aakash Exploration Services Limited,EQ,29-Sep-20,10,1,INE087Z01016,10
AAREYDRUGS,Aarey Drugs & Pharmaceuticals Limited,EQ,6-Aug-21,10,1,INE198H01019,10
AARON,Aaron Industries Limited,EQ,6-Nov-20,10,1,INE721Z01010,10
AARTIDRUGS,Aarti Drugs Limited,EQ,19-Sep-03,10,1,INE767A01016,10
AARTIIND,Aarti Industries Limited,EQ,8-Feb-95,5,1,INE769A01020,5
AARTISURF,Aarti Surfactants Limited,EQ,14-Jul-20,10,1,INE09EO01013,10
AARVEEDEN,Aarvee Denims & Exports Limited,EQ,21-Nov-06,10,1,INE273D01019,10
AARVI,Aarvi Encon Limited,EQ,24-Jun-20,10,1,INE754X01016,10
AAVAS,Aavas Financiers Limited,EQ,8-Oct-18,10,1,INE216P01012,10
ABAN,Aban Offshore Limited,BE,29-Mar-95,2,1,INE421A01028,2
ABB,ABB India Limited,EQ,8-Feb-95,2,1,INE117A01022,2
ABBOTINDIA,Abbott India Limited,EQ,8-Jan-10,10,1,INE358A01014,10
ABCAPITAL,Aditya Birla Capital Limited,EQ,1-Sep-17,10,1,INE674K01013,10
ABFRL,Aditya Birla Fashion and Retail Limited,EQ,17-Jul-13,10,1,INE647O01011,10
ABMINTLLTD,ABM International Limited,EQ,9-Sep-21,10,1,INE251C01025,10
ABSLAMC,Aditya Birla Sun Life AMC Limited,EQ,11-Oct-21,5,1,INE404A01024,5
ACC,ACC Limited,EQ,20-Nov-96,10,1,INE012A01025,10
ACCELYA,Accelya Solutions India Limited,EQ,1-Dec-99,10,1,INE793A01012,10
ACCURACY,Accuracy Shipping Limited,EQ,11-Dec-20,10,1,INE648Z01015,10
ACE,Action Construction Equipment Limited,EQ,26-Sep-06,2,1,INE731H01025,2
ACRYSIL,Acrysil Limited,EQ,14-Jan-21,2,1,INE482D01024,2
ADANIENT,Adani Enterprises Limited,EQ,4-Jun-97,1,1,INE423A01024,1
ADANIGREEN,Adani Green Energy Limited,EQ,18-Jun-18,10,1,INE364U01010,10
ADANIPORTS,Adani Ports and Special Economic Zone Limited,EQ,27-Nov-07,2,1,INE742F01042,2
ADANIPOWER,Adani Power Limited,EQ,20-Aug-09,10,1,INE814H01011,10
ADANITRANS,Adani Transmission Limited,BE,31-Jul-15,10,1,INE931S01010,10
ADFFOODS,ADF Foods Limited,EQ,15-Sep-10,10,1,INE982B01019,10
ADL,Archidply Decor Limited,BE,1-Oct-20,10,1,INE0CHO01012,10
ADORWELD,Ador Welding Limited,EQ,10-May-95,10,1,INE045A01017,10
ADROITINFO,Adroit Infotech Limited,EQ,13-Aug-97,10,1,INE737B01033,10
ADSL,Allied Digital Services Limited,EQ,25-Jul-07,5,1,INE102I01027,5
ADVANIHOTR,Advani Hotels & Resorts (India) Limited,EQ,25-Jun-07,2,1,INE199C01026,2
ADVENZYMES,Advanced Enzyme Technologies Limited,EQ,1-Aug-16,2,1,INE837H01020,2
AEGISCHEM,Aegis Logistics Limited,EQ,3-Apr-96,1,1,INE208C01025,1
AFFLE,Affle (India) Limited,EQ,8-Aug-19,2,1,INE00WC01027,2
AGARIND,Agarwal Industrial Corporation Limited,EQ,26-May-14,10,1,INE204E01012,10
AGCNET,AGC Networks Limited,EQ,22-Jul-03,10,1,INE676A01019,10
AGRITECH,Agri-Tech (India) Limited,BE,28-Jan-14,10,1,INE449G01018,10
AGROPHOS,Agro Phos India Limited,EQ,8-Mar-19,10,1,INE740V01019,10
AHLADA,Ahlada Engineers Limited,EQ,28-Jan-21,10,1,INE00PV01013,10
AHLEAST,Asian Hotels (East) Limited,EQ,11-Aug-10,10,1,INE926K01017,10
AHLUCONT,Ahluwalia Contracts (India) Limited,EQ,14-Dec-09,2,1,INE758C01029,2
AHLWEST,Asian Hotels (West) Limited,BZ,5-Aug-10,10,1,INE915K01010,10
AIAENG,AIA Engineering Limited,EQ,14-Dec-05,2,1,INE212H01026,2
AIRAN,Airan Limited,EQ,3-May-19,2,1,INE645W01026,2
AIROLAM,Airo Lam limited,EQ,13-Oct-21,10,1,INE801L01010,10
AJANTPHARM,Ajanta Pharma Limited,EQ,29-May-00,2,1,INE031B01049,2
AJMERA,Ajmera Realty & Infra India Limited,BE,16-Jun-09,10,1,INE298G01027,10
AJOONI,Ajooni Biotech Limited,EQ,7-May-21,10,1,INE820Y01013,10
AJRINFRA,AJR INFRA AND TOLLING LIMITED,EQ,3-Apr-08,2,1,INE181G01025,2
AKASH,Akash Infra-Projects Limited,EQ,11-Oct-19,10,1,INE737W01013,10
AKG,Akg Exim Limited,EQ,16-Feb-21,10,1,INE00Y801016,10
AKSHARCHEM,AksharChem India Limited,EQ,28-Mar-17,10,1,INE542B01011,10
AKSHOPTFBR,Aksh Optifibre Limited,EQ,18-Aug-00,5,1,INE523B01011,5
AKZOINDIA,Akzo Nobel India Limited,EQ,28-Jun-01,10,1,INE133A01011,10
ALANKIT,Alankit Limited,EQ,30-Jun-15,1,1,INE914E01040,1
ALBERTDAVD,Albert David Limited,EQ,14-Jun-16,10,1,INE155C01010,10
ALEMBICLTD,Alembic Limited,EQ,22-Sep-99,2,1,INE426A01027,2
ALICON,Alicon Castalloy Limited,EQ,29-Sep-06,5,1,INE062D01024,5
ALKALI,Alkali Metals Limited,EQ,6-Nov-08,10,1,INE773I01017,10
ALKEM,Alkem Laboratories Limited,EQ,23-Dec-15,2,1,INE540L01014,2
ALKYLAMINE,Alkyl Amines Chemicals Limited,EQ,26-Nov-07,2,1,INE150B01039,2
ALLCARGO,Allcargo Logistics Limited,EQ,23-Jun-06,2,1,INE418H01029,2
ALLSEC,Allsec Technologies Limited,EQ,9-May-05,10,1,INE835G01018,10
ALMONDZ,Almondz Global Securities Limited,EQ,16-Jun-08,6,1,INE326B01027,6
ALOKINDS,Alok Industries Limited,EQ,19-Feb-20,1,1,INE270A01029,1
ALPA,Alpa Laboratories Limited,EQ,6-Aug-07,10,1,INE385I01010,10
ALPHAGEO,Alphageo (India) Limited,EQ,11-May-07,10,1,INE137C01018,10
ALPSINDUS,Alps Industries Limited,BE,24-Apr-96,10,1,INE093B01015,10
AMARAJABAT,Amara Raja Batteries Limited,EQ,5-Sep-03,1,1,INE885A01032,1
AMBER,Amber Enterprises India Limited,EQ,30-Jan-18,10,1,INE371P01015,10
AMBICAAGAR,Ambica Agarbathies & Aroma industries Limited,EQ,29-Jun-04,10,1,INE792B01012,10
AMBIKCO,Ambika Cotton Mills Limited,EQ,29-Jan-08,10,1,INE540G01014,10
AMBUJACEM,Ambuja Cements Limited,EQ,18-Feb-98,2,1,INE079A01024,2
AMDIND,AMD Industries Limited,EQ,19-Mar-07,10,1,INE005I01014,10
AMIORG,Ami Organics Limited,EQ,14-Sep-21,10,1,INE00FF01017,10
AMJLAND,Amj Land Holdings Limited,EQ,8-Feb-95,2,1,INE606A01024,2
AMRUTANJAN,Amrutanjan Health Care Limited,EQ,2-Jan-15,1,1,INE098F01031,1
ANANTRAJ,Anant Raj Limited,BE,27-Sep-06,2,1,INE242C01024,2
ANDHRACEMT,Andhra Cements Limited,EQ,8-Nov-10,10,1,INE666E01012,10
ANDHRAPAP,ANDHRA PAPER LIMITED,EQ,13-May-04,10,1,INE435A01028,10
ANDHRSUGAR,The Andhra Sugars Limited,EQ,1-Nov-95,10,1,INE715B01013,10
ANDREWYU,Andrew Yule & Company Limited,EQ,5-Aug-21,2,1,INE449C01025,2
ANGELONE,Angel One Limited,EQ,5-Oct-20,10,1,INE732I01013,10
ANIKINDS,Anik Industries Limited,EQ,21-May-08,10,1,INE087B01017,10
ANKITMETAL,Ankit Metal & Power Limited,BE,14-Mar-13,10,1,INE106I01010,10
ANMOL,Anmol India Limited,EQ,4-Jun-21,10,1,INE02AR01019,10
ANSALAPI,Ansal Properties & Infrastructure Limited,BE,27-Jan-06,5,1,INE436A01026,5
ANSALHSG,Ansal Housing Limited,EQ,6-Oct-06,10,1,INE880B01015,10
ANTGRAPHIC,Antarctica Limited,BE,31-Dec-97,1,1,INE414B01021,1
ANUP,The Anup Engineering Limited,EQ,1-Mar-19,10,1,INE294Z01018,10
ANURAS,Anupam Rasayan India Limited,EQ,24-Mar-21,10,1,INE930P01018,10
APARINDS,Apar Industries Limited,EQ,12-Jul-04,10,1,INE372A01015,10
APCL,Anjani Portland Cement Limited,EQ,10-Apr-17,10,1,INE071F01012,10
APCOTEXIND,Apcotex Industries Limited,EQ,6-Sep-95,2,1,INE116A01032,2
APEX,Apex Frozen Foods Limited,EQ,4-Sep-17,10,1,INE346W01013,10
APLAPOLLO,APL Apollo Tubes Limited,EQ,14-Dec-11,2,1,INE702C01027,2
APLLTD,Alembic Pharmaceuticals Limited,EQ,20-Sep-11,2,1,INE901L01018,2
APOLLO,Apollo Micro Systems Limited,EQ,22-Jan-18,10,1,INE713T01010,10
APOLLOHOSP,Apollo Hospitals Enterprise Limited,EQ,10-Jan-96,5,1,INE437A01024,5
APOLLOPIPE,Apollo Pipes Limited,EQ,11-Nov-19,10,1,INE126J01016,10
APOLLOTYRE,Apollo Tyres Limited,EQ,31-May-95,1,1,INE438A01022,1
APOLSINHOT,Apollo Sindoori Hotels Limited,EQ,28-Jan-15,5,1,INE451F01024,5
APTECHT,Aptech Limited,EQ,27-Sep-02,10,1,INE266F01018,10
APTUS,Aptus Value Housing Finance India Limited,EQ,24-Aug-21,2,1,INE852O01025,2
ARCHIDPLY,Archidply Industries Limited,EQ,4-Jul-08,10,1,INE877I01016,10
ARCHIES,Archies Limited,EQ,2-Sep-98,2,1,INE731A01020,2
ARENTERP,Rajdarshan Industries Limited,EQ,18-Oct-95,10,1,INE610C01014,10
ARIES,Aries Agro Limited,EQ,11-Jan-08,10,1,INE298I01015,10
ARIHANT,Arihant Foundations & Housing Limited,BE,26-Dec-06,10,1,INE413D01011,10
ARIHANTCAP,Arihant Capital Markets Limited,EQ,15-Jun-21,5,1,INE420B01028,5
ARIHANTSUP,Arihant Superstructures Limited,EQ,28-Mar-17,10,1,INE643K01018,10
ARMANFIN,Arman Financial Services Limited,EQ,14-Jun-16,10,1,INE109C01017,10
AROGRANITE,Aro Granite Industries Limited,EQ,24-Apr-07,10,1,INE210C01013,10
ARROWGREEN,Arrow Greentech Limited,EQ,21-May-15,10,1,INE570D01018,10
ARSHIYA,Arshiya Limited,EQ,14-Dec-09,2,1,INE968D01022,2
ARSSINFRA,ARSS Infrastructure Projects Limited,EQ,3-Mar-10,10,1,INE267I01010,10
ARTEMISMED,Artemis Medicare Services Limited,EQ,23-Jan-20,1,1,INE025R01021,1
ARTNIRMAN,Art Nirman Limited,BE,18-Oct-21,10,1,INE738V01013,10
ARVEE,Arvee Laboratories (India) Limited,EQ,22-Mar-21,10,1,INE006Z01016,10
ARVIND,Arvind Limited,EQ,8-Feb-95,10,1,INE034A01011,10
ARVINDFASN,Arvind Fashions Limited,EQ,8-Mar-19,4,1,INE955V01021,4
ARVSMART,Arvind SmartSpaces Limited,BE,26-Aug-15,10,1,INE034S01021,10
ASAHIINDIA,Asahi India Glass Limited,EQ,18-Mar-98,1,1,INE439A01020,1
ASAHISONG,Asahi Songwon Colors Limited,EQ,29-Aug-11,10,1,INE228I01012,10
ASAL,Automotive Stampings and Assemblies Limited,BE,12-Mar-02,10,1,INE900C01027,10
ASALCBR,Associated Alcohols & Breweries Ltd.,EQ,12-Feb-20,10,1,INE073G01016,10
ASHAPURMIN,Ashapura Minechem Limited,EQ,20-Sep-95,2,1,INE348A01023,2
ASHIANA,Ashiana Housing Limited,EQ,29-Jun-11,2,1,INE365D01021,2
ASHIMASYN,Ashima Limited,EQ,27-Jul-95,10,1,INE440A01010,10
ASHOKA,Ashoka Buildcon Limited,EQ,14-Oct-10,5,1,INE442H01029,5
ASHOKLEY,Ashok Leyland Limited,EQ,25-May-95,1,1,INE208A01029,1
ASIANHOTNR,Asian Hotels (North) Limited,EQ,7-Apr-10,10,1,INE363A01022,10
ASIANPAINT,Asian Paints Limited,EQ,31-May-95,1,1,INE021A01026,1
ASIANTILES,Asian Granito India Limited,EQ,23-Aug-07,10,1,INE022I01019,10
ASPINWALL,Aspinwall and Company Limited,EQ,14-Jun-16,10,1,INE991I01015,10
ASTEC,Astec LifeSciences Limited,EQ,25-Nov-09,10,1,INE563J01010,10
ASTERDM,Aster DM Healthcare Limited,EQ,26-Feb-18,10,1,INE914M01019,10
ASTRAL,Astral Limited,EQ,20-Mar-07,1,1,INE006I01046,1
ASTRAMICRO,Astra Microwave Products Limited,EQ,1-Nov-04,2,1,INE386C01029,2
ASTRAZEN,AstraZeneca Pharma India Limited,EQ,4-May-01,2,1,INE203A01020,2
ASTRON,Astron Paper & Board Mill Limited,EQ,29-Dec-17,10,1,INE646X01014,10
ATFL,Agro Tech Foods Limited,EQ,6-Dec-02,10,1,INE209A01019,10
ATGL,Adani Total Gas Limited,BE,5-Nov-18,1,1,INE399L01023,1
ATLANTA,Atlanta  Limited,BE,25-Sep-06,2,1,INE285H01022,2
ATUL,Atul Limited,EQ,6-May-98,10,1,INE100A01010,10
ATULAUTO,Atul Auto Limited,EQ,26-Jun-13,5,1,INE951D01028,5
AUBANK,AU Small Finance Bank Limited,EQ,10-Jul-17,10,1,INE949L01017,10
AURIONPRO,Aurionpro Solutions Limited,EQ,25-Oct-05,10,1,INE132H01018,10
AUROPHARMA,Aurobindo Pharma Limited,EQ,19-Jul-00,1,1,INE406A01037,1
AURUM,AURUM PROPTECH LIMITED,EQ,19-Aug-15,5,1,INE898S01029,5
AUSOMENT,Ausom Enterprise Limited,EQ,17-Apr-96,10,1,INE218C01016,10
AUTOAXLES,Automotive Axles Limited,EQ,29-May-03,10,1,INE449A01011,10
AUTOIND,Autoline Industries Limited,EQ,31-Jan-07,10,1,INE718H01014,10
AVADHSUGAR,Avadh Sugar & Energy Limited,EQ,28-Jul-17,10,1,INE349W01017,10
AVANTIFEED,Avanti Feeds Limited,EQ,15-Apr-15,1,1,INE871C01038,1
AVTNPL,AVT Natural Products Limited,EQ,10-Jan-07,1,1,INE488D01021,1
AWHCL,Antony Waste Handling Cell Limited,EQ,1-Jan-21,5,1,INE01BK01022,5
AXISBANK,Axis Bank Limited,EQ,16-Nov-98,2,1,INE238A01034,2
AXISCADES,AXISCADES Technologies Limited,EQ,21-Dec-00,5,1,INE555B01013,5
AYMSYNTEX,AYM Syntex Limited,EQ,14-Aug-15,10,1,INE193B01039,10
BAFNAPH,Bafna Pharmaceuticals Limited,EQ,27-Feb-20,10,1,INE878I01022,10
BAGFILMS,B.A.G Films and Media Limited,BE,17-Oct-03,2,1,INE116D01028,2
BAJAJ-AUTO,Bajaj Auto Limited,EQ,26-May-08,10,1,INE917I01010,10
BAJAJCON,Bajaj Consumer Care Limited,EQ,18-Aug-10,1,1,INE933K01021,1
BAJAJELEC,Bajaj Electricals Limited,EQ,2-Nov-07,2,1,INE193E01025,2
BAJAJFINSV,Bajaj Finserv Limited,EQ,26-May-08,5,1,INE918I01018,5
BAJAJHIND,Bajaj Hindusthan Sugar Limited,BE,10-May-95,1,1,INE306A01021,1
BAJAJHLDNG,Bajaj Holdings & Investment Limited,EQ,15-Mar-95,10,1,INE118A01012,10
BAJFINANCE,Bajaj Finance Limited,EQ,1-Apr-03,2,1,INE296A01024,2
BALAJITELE,Balaji Telefilms Limited,EQ,22-Nov-00,2,1,INE794B01026,2
BALAMINES,Balaji Amines Limited,EQ,5-Apr-07,2,1,INE050E01027,2
BALAXI,BALAXI PHARMACEUTICALS LIMITED,EQ,30-Nov-15,10,1,INE618N01014,10
BALKRISHNA,Balkrishna Paper Mills Limited,EQ,28-Jul-15,10,1,INE875R01011,10
BALKRISIND,Balkrishna Industries Limited,EQ,27-Jan-06,2,1,INE787D01026,2
BALLARPUR,Ballarpur Industries Limited,BZ,31-Mar-08,2,1,INE294A01037,2
BALMLAWRIE,Balmer Lawrie & Company Limited,EQ,6-Jul-95,10,1,INE164A01016,10
BALPHARMA,Bal Pharma Limited,EQ,8-May-06,10,1,INE083D01012,10
BALRAMCHIN,Balrampur Chini Mills Limited,EQ,8-Feb-95,1,1,INE119A01028,1
BANARBEADS,Banaras Beads Limited,EQ,7-Jul-95,10,1,INE655B01011,10
BANARISUG,Bannari Amman Sugars Limited,EQ,28-May-03,10,1,INE459A01010,10
BANCOINDIA,Banco Products (I) Limited,EQ,22-Dec-06,2,1,INE213C01025,2
BANDHANBNK,Bandhan Bank Limited,EQ,27-Mar-18,10,1,INE545U01014,10
BANG,Bang Overseas Limited,EQ,20-Feb-08,10,1,INE863I01016,10
BANKA,Banka BioLoo Limited,EQ,29-Oct-20,10,1,INE862Y01015,10
BANKBARODA,Bank of Baroda,EQ,19-Feb-97,2,1,INE028A01039,2
BANKINDIA,Bank of India,EQ,30-Apr-97,10,1,INE084A01016,10
BANSWRAS,Banswara Syntex Limited,EQ,11-Apr-07,10,1,INE629D01012,10
BARBEQUE,Barbeque Nation Hospitality Limited,EQ,7-Apr-21,5,1,INE382M01027,5
BARTRONICS,Bartronics India Limited,BZ,12-Jan-06,10,1,INE855F01034,10
BASF,BASF India Limited,EQ,17-May-95,10,1,INE373A01013,10
BASML,Bannari Amman Spinning Mills Limited,EQ,14-Nov-05,5,1,INE186H01022,5
BATAINDIA,Bata India Limited,EQ,18-Jun-03,5,1,INE176A01028,5
BAYERCROP,Bayer Cropscience Limited,EQ,8-Jan-10,10,1,INE462A01022,10
BBL,Bharat Bijlee Limited,EQ,21-Nov-06,10,1,INE464A01028,10
BBTC,Bombay Burmah Trading Corporation Limited,EQ,3-Apr-96,2,1,INE050A01025,2
BCG,Brightcom Group Limited,EQ,8-May-15,2,1,INE425B01027,2
BCLIND,Bcl Industries Limited,EQ,4-Mar-21,10,1,INE412G01016,10
BCP,B.C. Power Controls Ltd,EQ,19-Aug-19,2,1,INE905P01028,2
BDL,Bharat Dynamics Limited,EQ,23-Mar-18,10,1,INE171Z01018,10
BEARDSELL,Beardsell Limited,EQ,13-Jan-15,2,1,INE520H01022,2
BECTORFOOD,Mrs. Bectors Food Specialities Limited,EQ,24-Dec-20,10,1,INE495P01012,10
BEDMUTHA,Bedmutha Industries Limited,EQ,14-Oct-10,10,1,INE844K01012,10
BEL,Bharat Electronics Limited,EQ,19-Jul-00,1,1,INE263A01024,1
BEML,BEML Limited,EQ,5-Nov-03,10,1,INE258A01016,10
BEPL,Bhansali Engineering Polymers Limited,EQ,21-Mar-05,1,1,INE922A01025,1
BERGEPAINT,Berger Paints (I) Limited,EQ,24-Nov-99,1,1,INE463A01038,1
BESTAGRO,Best Agrolife Limited,EQ,22-Feb-21,10,1,INE052T01013,10
BFINVEST,BF Investment Limited,EQ,14-Jan-11,5,1,INE878K01010,5
BFUTILITIE,BF Utilities Limited,EQ,3-May-07,5,1,INE243D01012,5
BGEAR-RE,Bharat Gears Limited-RE,BE,22-Nov-21,10,1,INE561C20019,10
BGRENERGY,BGR Energy Systems Limited,EQ,3-Jan-08,10,1,INE661I01014,10
BHAGCHEM,Bhagiradha Chemicals & Industries Limited,EQ,18-Oct-21,10,1,INE414D01019,10
BHAGERIA,Bhageria Industries Limited,EQ,2-Mar-16,5,1,INE354C01027,5
BHAGYANGR,Bhagyanagar India Limited,EQ,17-May-17,2,1,INE458B01036,2
BHAGYAPROP,Bhagyanagar Properties Limited,EQ,20-Jul-17,2,1,INE363W01018,2
BHANDARI,Bhandari Hosiery Exports Limited,EQ,30-Jan-17,1,1,INE474E01029,1
BHARATFORG,Bharat Forge Limited,EQ,4-Apr-03,2,1,INE465A01025,2
BHARATGEAR,Bharat Gears Limited,EQ,3-Apr-96,10,1,INE561C01019,10
BHARATRAS,Bharat Rasayan Limited,EQ,11-Oct-95,10,1,INE838B01013,10
BHARATWIRE,Bharat Wire Ropes Limited,EQ,1-Apr-16,10,1,INE316L01019,10
BHARTIARTL,Bharti Airtel Limited,EQ,15-Feb-02,5,1,INE397D01024,5
BHEL,Bharat Heavy Electricals Limited,EQ,11-Nov-03,2,1,INE257A01026,2
BIGBLOC,Bigbloc Construction Limited,EQ,2-Sep-16,2,1,INE412U01025,2
BIL,Bhartiya International Limited,EQ,12-Apr-00,10,1,INE828A01016,10
BINDALAGRO,Oswal Chemicals & Fertilizers Limited,EQ,28-Aug-96,10,1,INE143A01010,10
BIOCON,Biocon Limited,EQ,7-Apr-04,5,1,INE376G01013,5
BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Limited,EQ,12-Jun-96,10,1,INE829A01014,10
BIRLACABLE,Birla Cable Limited,EQ,6-Dec-95,10,1,INE800A01015,10
BIRLACORPN,Birla Corporation Limited,EQ,12-Apr-95,10,1,INE340A01012,10
BIRLAMONEY,Aditya Birla Money Limited,EQ,7-Feb-08,1,1,INE865C01022,1
BIRLATYRE,Birla Tyres Limited,EQ,10-Feb-20,10,1,INE0AEJ01013,10
BKMINDST,Bkm Industries Limited,BZ,30-Mar-15,1,1,INE831Q01016,1
BLBLIMITED,BLB Limited,EQ,31-May-00,1,1,INE791A01024,1
BLISSGVS,Bliss GVS Pharma Limited,EQ,26-Jul-10,1,1,INE416D01022,1
BLKASHYAP,B. L. Kashyap and Sons Limited,EQ,17-Mar-06,1,1,INE350H01032,1
BLS,BLS International Services Limited,BE,14-Jun-16,1,1,INE153T01027,1
BLUECOAST,Blue Coast Hotels Limited,EQ,16-Feb-00,10,1,INE472B01011,10
BLUEDART,Blue Dart Express Limited,EQ,12-Dec-02,10,1,INE233B01017,10
BLUESTARCO,Blue Star Limited,EQ,15-Jun-00,2,1,INE472A01039,2
BODALCHEM,Bodal Chemicals Limited,EQ,22-Aug-11,2,1,INE338D01028,2
BOMDYEING,Bombay Dyeing & Mfg Company Limited,EQ,26-Apr-95,2,1,INE032A01023,2
BOROLTD,Borosil Limited,EQ,22-Jul-20,1,1,INE02PY01013,1
BORORENEW,BOROSIL RENEWABLES LIMITED,EQ,25-May-18,1,1,INE666D01022,1
BOSCHLTD,Bosch Limited,EQ,12-May-03,10,1,INE323A01026,10
BPCL,Bharat Petroleum Corporation Limited,EQ,13-Sep-95,10,1,INE029A01011,10
BPL,BPL Limited,BE,14-Jun-95,10,1,INE110A01019,10
BRFL,Bombay Rayon Fashions Limited,BZ,5-Dec-05,10,1,INE589G01011,10
BRIGADE,Brigade Enterprises Limited,EQ,31-Dec-07,10,1,INE791I01019,10
BRITANNIA,Britannia Industries Limited,EQ,5-Nov-98,1,1,INE216A01030,1
BRNL,Bharat Road Network Limited,EQ,18-Sep-17,10,1,INE727S01012,10
BROOKS,Brooks Laboratories Limited,EQ,5-Sep-11,10,1,INE650L01011,10
BSE,BSE Limited,EQ,3-Feb-17,2,1,INE118H01025,2
BSHSL,Bombay Super Hybrid Seeds Limited,EQ,28-Oct-20,10,1,INE032Z01012,10
BSL,BSL Limited,EQ,27-Jul-95,10,1,INE594B01012,10
BSOFT,BIRLASOFT LIMITED,EQ,24-Nov-99,2,1,INE836A01035,2
BURGERKING,Burger King India Limited,EQ,14-Dec-20,10,1,INE07T201019,10
BURNPUR,Burnpur Cement Limited,BE,3-Jan-08,10,1,INE817H01014,10
BUTTERFLY,Butterfly Gandhimathi Appliances Limited,BE,28-Apr-14,10,1,INE295F01017,10
BVCL,Barak Valley Cements Limited,BE,23-Nov-07,10,1,INE139I01011,10
BYKE,The Byke Hospitality Ltd,EQ,15-Apr-15,10,1,INE319B01014,10
CADILAHC,Cadila Healthcare Limited,EQ,18-Apr-00,1,1,INE010B01027,1
CALSOFT,California Software Company Limited,BE,28-Jun-00,10,1,INE526B01014,10
CAMLINFINE,Camlin Fine Sciences Limited,EQ,20-Jan-15,1,1,INE052I01032,1
CAMS,Computer Age Management Services Limited,EQ,7-May-21,10,1,INE596I01012,10
CANBK,Canara Bank,EQ,23-Dec-02,10,1,INE476A01014,10
CANDC,C & C Constructions Limited,BZ,26-Feb-07,10,1,INE874H01015,10
CANFINHOME,Can Fin Homes Limited,EQ,10-May-95,2,1,INE477A01020,2
CANTABIL,Cantabil Retail India Limited,BE,12-Oct-10,10,1,INE068L01016,10
CAPACITE,Capacit'e Infraprojects Limited,EQ,25-Sep-17,10,1,INE264T01014,10
CAPLIPOINT,Caplin Point Laboratories Limited,EQ,23-Jun-14,2,1,INE475E01026,2
CAPTRUST,Capital Trust Limited,EQ,16-Jan-17,10,1,INE707C01018,10
CARBORUNIV,Carborundum Universal Limited,EQ,3-Apr-96,1,1,INE120A01034,1
CAREERP,Career Point Limited,EQ,6-Oct-10,10,1,INE521J01018,10
CARERATING,CARE Ratings Limited,EQ,26-Dec-12,10,1,INE752H01013,10
CARTRADE,Cartrade Tech Limited,EQ,20-Aug-21,10,1,INE290S01011,10
CASTROLIND,Castrol India Limited,EQ,14-Mar-14,5,1,INE172A01027,5
CCHHL,Country Club Hospitality & Holidays Limited,EQ,3-Feb-15,2,1,INE652F01027,2
CCL,CCL Products (India) Limited,EQ,7-Jun-04,2,1,INE421D01022,2
CDSL,Central Depository Services (India) Limited,EQ,30-Jun-17,10,1,INE736A01011,10
CEATLTD,CEAT Limited,EQ,1-Feb-08,10,1,INE482A01020,10
CEBBCO,Commercial Engineers & Body Builders Co Limited,EQ,18-Oct-10,10,1,INE209L01016,10
CELEBRITY,Celebrity Fashions Limited,EQ,12-Jan-06,10,1,INE185H01016,10
CENTENKA,Century Enka Limited,EQ,10-May-95,10,1,INE485A01015,10
CENTEXT,Century Extrusions Limited,EQ,20-Jul-04,1,1,INE281A01026,1
CENTRALBK,Central Bank of India,EQ,21-Aug-07,10,1,INE483A01010,10
CENTRUM,Centrum Capital Limited,EQ,4-Apr-18,1,1,INE660C01027,1
CENTUM,Centum Electronics Limited,EQ,5-Oct-07,10,1,INE320B01020,10
CENTURYPLY,Century Plyboards (India) Limited,EQ,23-Mar-06,1,1,INE348B01021,1
CENTURYTEX,Century Textiles & Industries Limited,EQ,27-Jun-03,10,1,INE055A01016,10
CERA,Cera Sanitaryware Limited,EQ,2-Nov-07,5,1,INE739E01017,5
CEREBRAINT,Cerebra Integrated Technologies Limited,EQ,26-Jun-13,10,1,INE345B01019,10
CESC,CESC Limited,EQ,8-Feb-95,1,1,INE486A01021,1
CGCL,Capri Global Capital Limited,EQ,29-Oct-10,2,1,INE180C01026,2
CGPOWER,CG Power and Industrial Solutions Limited,BE,1-Mar-95,2,1,INE067A01029,2
CHALET,Chalet Hotels Limited,EQ,7-Feb-19,10,1,INE427F01016,10
CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,EQ,14-Jun-95,10,1,INE085A01013,10
CHEMBOND,Chembond Chemicals Ltd,EQ,20-Nov-19,5,1,INE995D01025,5
CHEMCON,Chemcon Speciality Chemicals Limited,EQ,1-Oct-20,10,1,INE03YM01018,10
CHEMFAB,Chemfab Alkalis Limited,EQ,25-Apr-18,10,1,INE783X01023,10
CHEMPLASTS,Chemplast Sanmar Limited,EQ,24-Aug-21,5,1,INE488A01050,5
