Stock,Year,Close,EPS(TTM),PE(TTM),Prev_EPS,Prev_PE,Prev_Close,FR%,SR%,TR%
TATAPOWER.NS,2020-05-16,31.4,3.76,8.35,8.71,7.04,61.35,-56.83,8.03,-48.8
TATAPOWER.NS,2021-05-16,101.5,3.53,28.75,3.76,8.35,31.4,-6.12,229.34,223.22
TATAPOWER.NS,2021-11-15,239.85,4.55,52.71,3.53,28.75,101.5,28.9,107.41,136.31
TATASTEEL.NS,2012-05-16,398.39,47.84,8.33,,,,,,
TATASTEEL.NS,2013-05-16,293.73,-62.65,-4.69,47.84,8.33,398.39,-230.96,204.75,-26.210000000000008
TATASTEEL.NS,2014-05-16,438.83,31.91,13.75,-62.65,-4.69,293.73,-150.93,200.33,49.400000000000006
TATASTEEL.NS,2015-05-16,346.89,-34.84,-9.96,31.91,13.75,438.83,-209.18,188.24,-20.939999999999998
TATASTEEL.NS,2016-05-16,307.4,-3.4,-90.41,-34.84,-9.96,346.89,-90.24,78.85,-11.39
TATASTEEL.NS,2017-05-16,434.5,-37.64,-11.54,-3.4,-90.41,307.4,1007.06,-965.73,41.32999999999993
TATASTEEL.NS,2018-05-16,625.95,119.26,5.25,-37.64,-11.54,434.5,-416.84,460.85,44.01000000000005
TATASTEEL.NS,2019-05-16,462.95,90.71,5.1,119.26,5.25,625.95,-23.94,-2.17,-26.11
TATASTEEL.NS,2020-05-16,273.45,13.82,19.79,90.71,5.1,462.95,-84.76,43.85,-40.910000000000004
TATASTEEL.NS,2021-05-16,1132.1,62.6,18.08,13.82,19.79,273.45,352.97,-39.15,313.82000000000005
TATASTEEL.NS,2021-11-15,1287.25,261.5,4.92,62.6,18.08,1132.1,317.73,-303.98,13.75
TCS.NS,2012-05-16,613.15,26.6,23.05,,,,,,
TCS.NS,2013-05-16,735.78,35.55,20.7,26.6,23.05,613.15,33.65,-13.63,20.019999999999996
TCS.NS,2014-05-16,1096.57,48.92,22.42,35.55,20.7,735.78,37.61,11.44,49.05
TCS.NS,2015-05-16,1255.57,50.68,24.77,48.92,22.42,1096.57,3.6,10.86,14.459999999999999
TCS.NS,2016-05-16,1261.7,61.58,20.49,50.68,24.77,1255.57,21.51,-20.99,0.5200000000000031
TCS.NS,2017-05-16,1182.55,66.71,17.73,61.58,20.49,1261.7,8.33,-14.59,-6.26
TCS.NS,2018-05-16,1741.2,67.46,25.81,66.71,17.73,1182.55,1.12,46.09,47.21
TCS.NS,2019-05-16,2095.4,83.87,24.98,67.46,25.81,1741.2,24.33,-4.0,20.33
TCS.NS,2020-05-16,1892.9,86.19,21.96,83.87,24.98,2095.4,2.77,-12.42,-9.65
TCS.NS,2021-05-16,3051.5,87.67,34.81,86.19,21.96,1892.9,1.72,59.52,61.24
TCS.NS,2021-11-15,3526.05,98.56,35.78,87.67,34.81,3051.5,12.42,3.13,15.55
ZEEL.NS,2012-05-16,121.25,6.14,19.75,,,,,,
ZEEL.NS,2013-05-16,251.05,7.54,33.3,6.14,19.75,121.25,22.8,84.26,107.06
ZEEL.NS,2014-05-16,268.9,9.29,28.95,7.54,33.3,251.05,23.21,-16.1,7.109999999999999
ZEEL.NS,2015-05-16,301.05,10.18,29.57,9.29,28.95,268.9,9.58,2.35,11.93
ZEEL.NS,2016-05-16,448.85,8.57,52.37,10.18,29.57,301.05,-15.82,64.9,49.080000000000005
ZEEL.NS,2017-05-16,525.55,23.13,22.72,8.57,52.37,448.85,169.89,-152.79,17.099999999999994
ZEEL.NS,2018-05-16,572.65,15.4,37.19,23.13,22.72,525.55,-33.42,42.4,8.979999999999997
ZEEL.NS,2019-05-16,322.35,16.32,19.75,15.4,37.19,572.65,5.97,-49.7,-43.730000000000004
ZEEL.NS,2020-05-16,164.2,5.48,29.96,16.32,19.75,322.35,-66.42,17.36,-49.06
ZEEL.NS,2021-05-16,191.6,8.33,23.0,5.48,29.96,164.2,52.01,-35.31,16.699999999999996
ZEEL.NS,2021-11-15,312.7,12.07,25.91,8.33,23.0,191.6,44.9,18.33,63.23
